Date Time,Pressure (psi) (790478),Temperature (°C) (790478),Depth (ft) (790478),Actual Conductivity (µS/cm) (790478),Specific Conductivity (µS/cm) (790478),Salinity (PSU) (790478),Total Dissolved Solids (ppt) (790478),Resistivity (Ω⋅cm) (790478),Density (g/cm³) (790478),Barometric Pressure (mbar) (670831),Temperature (°C) (670831),Latitude (°),Longitude (°),Marked
2025-07-09 14:40:14,1.0789587,10.140828,2.4895468,15.297741,21.359896,0.008587734,0.0138839325,65369.13,0.9996963,925.24744,19.869226,46.749429769700996,-121.80768502026297, 
2025-07-09 14:40:15,1.0789754,10.140811,2.4895854,15.297527,21.359608,0.008587598,0.013883744,65370.043,0.9996963,925.2481,19.869526,46.74943029611976,-121.8076874103588, 
2025-07-09 14:40:16,1.0791185,10.140992,2.4899158,15.298966,21.361513,0.0085885,0.013884984,65363.895,0.9996963,925.2226,19.860975,46.749430406316606,-121.80768818791778, 
2025-07-09 14:40:17,1.0791366,10.141001,2.4899578,15.298958,21.361496,0.008588492,0.013884973,65363.93,0.9996963,925.2217,19.860676,46.7494315608727,-121.80770090252666, 
2025-07-09 14:40:18,1.0788903,10.14131,2.4893892,15.297827,21.359743,0.008587667,0.013883833,65368.76,0.9996963,925.25464,19.860382,46.74942747155234,-121.80769376344826, 
2025-07-09 14:40:19,1.0788782,10.141333,2.489361,15.2977915,21.35968,0.008587638,0.013883792,65368.91,0.9996963,925.25604,19.860157,46.74942712958137,-121.80769632490707, 
2025-07-09 14:40:20,1.0788659,10.1413555,2.489333,15.297756,21.359617,0.008587609,0.013883752,65369.062,0.9996963,925.25745,19.859932,46.749429176149846,-121.80769556796389, 
2025-07-09 14:40:21,1.078466,10.141361,2.4884105,15.301228,21.36446,0.008589897,0.0138869,65354.234,0.9996963,925.2413,19.868587,46.74942980147151,-121.80769495614155, 
2025-07-09 14:40:22,1.0784357,10.14137,2.4883401,15.301409,21.364708,0.008590015,0.013887061,65353.46,0.9996963,925.24115,19.869106,46.74943412902055,-121.80769070729455, 
2025-07-09 14:40:23,1.0784051,10.141377,2.4882698,15.301589,21.364956,0.008590131,0.013887222,65352.69,0.9996963,925.24097,19.869625,46.749434785038275,-121.80768713382157, 
2025-07-09 14:40:24,1.078403,10.140728,2.4882648,15.300824,21.364258,0.008589791,0.013886767,65355.957,0.9996964,925.19617,19.860952,46.749434305544256,-121.80769213717383, 
2025-07-09 14:40:25,1.0783929,10.140689,2.4882412,15.300864,21.364336,0.008589827,0.013886819,65355.785,0.9996964,925.19305,19.860645,46.749433487291654,-121.80769730137794, 
2025-07-09 14:40:26,1.078392,10.140745,2.4882393,15.311669,21.379393,0.008596936,0.013896606,65309.67,0.9996964,925.2507,19.868816,46.74943750791195,-121.8077013877164, 
2025-07-09 14:40:27,1.078392,10.140734,2.4882393,15.312321,21.38031,0.008597368,0.013897201,65306.89,0.9996964,925.2532,19.869114,46.74944031852675,-121.80770515525222, 
2025-07-09 14:40:28,1.078392,10.140721,2.4882393,15.312971,21.381226,0.0085978005,0.013897796,65304.113,0.9996964,925.25574,19.869411,46.749439484990496,-121.80771219972786, 
2025-07-09 14:40:29,1.0786746,10.141123,2.4888911,15.298106,21.360239,0.008587901,0.013884155,65367.574,0.9996963,925.2403,19.86108,46.74943665699113,-121.80771670459869, 
2025-07-09 14:40:30,1.0786917,10.1411495,2.4889307,15.297474,21.359339,0.008587477,0.01388357,65370.277,0.9996963,925.24084,19.86078,46.749432283076544,-121.8077168922999, 
2025-07-09 14:40:31,1.0787089,10.141175,2.4889705,15.296841,21.35844,0.008587052,0.013882986,65372.98,0.9996963,925.24133,19.860481,46.749429022775104,-121.80771526409809, 
2025-07-09 14:40:32,1.0788257,10.140544,2.4892397,15.299835,21.362982,0.008589188,0.0138859395,65360.18,0.9996964,925.2402,19.868994,46.74943243971839,-121.80771456459395, 
2025-07-09 14:40:33,1.0788398,10.140517,2.4892724,15.299639,21.362724,0.008589065,0.013885771,65361.02,0.9996964,925.23975,19.869287,46.74943191830842,-121.80771008501702, 
2025-07-09 14:40:34,1.0783436,10.140564,2.4881277,15.298831,21.361568,0.008588519,0.013885019,65364.47,0.9996964,925.23126,19.861183,46.749431192422755,-121.80770590641677, 
2025-07-09 14:40:35,1.0783154,10.1405525,2.4880624,15.29886,21.361616,0.008588541,0.01388505,65364.344,0.9996964,925.2307,19.860882,46.749430835005306,-121.80769423893197, 
2025-07-09 14:40:36,1.078287,10.140541,2.487997,15.298889,21.361662,0.008588563,0.01388508,65364.223,0.9996964,925.2302,19.86058,46.74943258084385,-121.80768988253517, 
2025-07-09 14:40:37,1.0782737,10.140945,2.4879663,15.302341,21.366253,0.0085907355,0.013888065,65349.477,0.9996963,925.2472,19.86032,46.749429620518626,-121.8076907164546, 
2025-07-09 14:40:38,1.0782603,10.140972,2.4879355,15.30253,21.366503,0.008590854,0.013888227,65348.668,0.9996963,925.24805,19.860094,46.74942493550894,-121.80768622643025, 
2025-07-09 14:40:39,1.0782468,10.140999,2.4879045,15.30272,21.36675,0.008590972,0.013888389,65347.863,0.9996963,925.24884,19.859869,46.749421616555956,-121.8076807307437, 
2025-07-09 14:40:40,1.0786625,10.140756,2.4888635,15.301808,21.36562,0.008590433,0.013887652,65351.754,0.9996964,925.2667,19.86,46.74942017511968,-121.80768080817461, 
2025-07-09 14:40:41,1.078687,10.140751,2.4889197,15.301842,21.365667,0.008590455,0.013887685,65351.61,0.9996964,925.26825,19.86,46.74942116229288,-121.80768403655468, 
2025-07-09 14:40:42,1.0787114,10.140747,2.4889762,15.301874,21.365717,0.008590478,0.013887716,65351.47,0.9996964,925.2698,19.86,46.749422805704164,-121.80768279204766, 
2025-07-09 14:40:43,1.0782176,10.141137,2.487837,15.300408,21.363445,0.008589413,0.01388624,65357.73,0.9996963,925.2867,19.868727,46.7494204505798,-121.80768057184348, 
2025-07-09 14:40:44,1.0782003,10.141153,2.4877973,15.300306,21.363293,0.008589341,0.013886141,65358.17,0.9996963,925.28815,19.869219,46.749422948582655,-121.80767807937953, 
2025-07-09 14:40:45,1.0781776,10.140937,2.4877446,15.301559,21.365166,0.008590222,0.013887358,65352.816,0.9996963,925.2547,19.86106,46.74942290454546,-121.80767866685963, 
2025-07-09 14:40:46,1.0781657,10.140932,2.4877172,15.301609,21.365236,0.008590256,0.0138874035,65352.605,0.9996963,925.253,19.860735,46.74942400692038,-121.80768705361199, 
2025-07-09 14:40:47,1.0781537,10.140926,2.4876897,15.301658,21.365307,0.008590289,0.01388745,65352.4,0.9996963,925.2513,19.860409,46.74942746433961,-121.80769313667514, 
2025-07-09 14:40:48,1.0785011,10.141009,2.4884913,15.307784,21.373816,0.008594306,0.01389298,65326.246,0.9996963,925.2328,19.860224,46.749426686028734,-121.80769998396593, 
2025-07-09 14:40:49,1.0785227,10.141008,2.4885411,15.308201,21.3744,0.008594582,0.013893359,65324.465,0.9996963,925.2308,19.859995,46.74942957803618,-121.80770629310642, 
2025-07-09 14:40:50,1.0782031,10.141313,2.4878037,15.302193,21.365837,0.008590545,0.013887794,65350.113,0.9996963,925.23883,19.86,46.74943616653232,-121.80770997268019, 
2025-07-09 14:40:51,1.078192,10.141334,2.487778,15.301972,21.365519,0.008590395,0.013887587,65351.05,0.9996963,925.2389,19.86,46.7494360207925,-121.80770971663381, 
2025-07-09 14:40:52,1.0781809,10.141355,2.4877522,15.301753,21.3652,0.008590245,0.01388738,65351.99,0.9996963,925.2389,19.86,46.74943680487027,-121.8077141023728, 
2025-07-09 14:40:53,1.0783712,10.141204,2.4881914,15.298512,21.36076,0.008588147,0.013884494,65365.832,0.9996963,925.28235,19.868597,46.7494372161042,-121.80771825093471, 
2025-07-09 14:40:54,1.0783747,10.141202,2.4881997,15.298165,21.360275,0.008587918,0.013884179,65367.316,0.9996963,925.2852,19.869122,46.74943613538132,-121.80771463749204, 
2025-07-09 14:40:55,1.0783784,10.141201,2.4882083,15.297818,21.359793,0.00858769,0.013883865,65368.8,0.9996963,925.288,19.869646,46.74943630484435,-121.80771611879214, 
2025-07-09 14:40:56,1.0781789,10.141749,2.487748,15.32059,21.391275,0.00860256,0.013904329,65271.652,0.99969625,925.27094,19.869759,46.74943518584136,-121.80772047961818, 
2025-07-09 14:40:57,1.0781718,10.141778,2.4877317,15.32187,21.393045,0.008603395,0.01390548,65266.195,0.99969625,925.27106,19.869984,46.74943428184994,-121.80771937810489, 
2025-07-09 14:40:58,1.0781648,10.141808,2.4877152,15.32315,21.394815,0.008604231,0.01390663,65260.74,0.99969625,925.2711,19.870209,46.749434244080376,-121.80771955050042, 
2025-07-09 14:40:59,1.0781598,10.141811,2.4877038,15.304534,21.368822,0.008591959,0.013889735,65340.13,0.99969625,925.2257,19.861132,46.7494314722538,-121.80771394948994, 
2025-07-09 14:41:00,1.0781544,10.141826,2.4876916,15.304035,21.368118,0.008591627,0.013889276,65342.254,0.99969625,925.22266,19.860619,46.749432717609785,-121.80771680760449, 
2025-07-09 14:41:01,1.0783579,10.14113,2.4881608,15.294983,21.355873,0.008585838,0.013881318,65380.93,0.9996963,925.23,19.860348,46.74943458825682,-121.80771997279824, 
2025-07-09 14:41:02,1.0783702,10.1410885,2.4881892,15.294007,21.354536,0.008585205,0.013880449,65385.094,0.9996963,925.2294,19.860128,46.749435517847225,-121.80771234116244, 
2025-07-09 14:41:03,1.0783826,10.141047,2.4882178,15.293032,21.353199,0.008584574,0.0138795795,65389.258,0.9996963,925.2288,19.859907,46.749435353268815,-121.80770467440279, 
2025-07-09 14:41:04,1.078386,10.141742,2.4882257,15.295606,21.356396,0.008586093,0.013881657,65378.254,0.99969625,925.2557,19.868736,46.74943019899269,-121.8077018914475, 
2025-07-09 14:41:05,1.0783912,10.141766,2.4882379,15.295537,21.356285,0.008586042,0.013881586,65378.547,0.99969625,925.25745,19.86926,46.74942913889338,-121.80770116127226, 
2025-07-09 14:41:06,1.0783966,10.14179,2.4882503,15.295469,21.356176,0.00858599,0.013881515,65378.84,0.99969625,925.2593,19.869785,46.74942913889338,-121.80770116127226, 
2025-07-09 14:41:07,1.0785279,10.1418085,2.488553,15.303066,21.366774,0.0085909935,0.013888403,65346.383,0.99969625,925.24133,19.852007,46.74942938468106,-121.80770147220552, 
2025-07-09 14:41:08,1.0785359,10.141827,2.4885716,15.303567,21.367462,0.0085913185,0.013888851,65344.246,0.99969625,925.24097,19.851183,46.74942923457033,-121.80769511000503, 
2025-07-09 14:41:09,1.0786897,10.141203,2.4889262,15.300997,21.36423,0.008589782,0.013886749,65355.223,0.9996963,925.2575,19.859224,46.74942889195837,-121.80768979551566, 
2025-07-09 14:41:10,1.0787023,10.141165,2.4889553,15.301015,21.364277,0.008589803,0.01388678,65355.145,0.9996963,925.25806,19.859299,46.74942725709448,-121.80768406261643, 
2025-07-09 14:41:11,1.078715,10.141127,2.4889843,15.301032,21.364323,0.008589825,0.013886809,65355.07,0.9996963,925.25867,19.859373,46.74942718572803,-121.80768374118837, 
2025-07-09 14:41:12,1.078563,10.1413555,2.488634,15.30869,21.374884,0.008594816,0.013893675,65322.375,0.9996963,925.25916,19.86842,46.74942601752269,-121.80767955930226, 
2025-07-09 14:41:13,1.0785578,10.141354,2.4886222,15.309082,21.375433,0.0085950745,0.013894032,65320.703,0.9996963,925.25964,19.869162,46.749423825244385,-121.8076738974666, 
2025-07-09 14:41:14,1.0785527,10.141352,2.4886103,15.309474,21.37598,0.008595333,0.0138943875,65319.03,0.9996963,925.2601,19.869904,46.7494237168441,-121.80767353462925, 
